0.0,0.1350367,0.070434175,0.0,0.467502,0.16670716
0.0,0.07195781,0.0,0.0,2.0055194,0.0066412203
0.0,0.26444572,0.3864669,0.7371466,0.016177552,0.69988865
0.0,0.26630235,0.34770176,0.76666856,0.0,0.6765212
0.0,0.5026734,0.10241341,0.024767846,0.0,0.5772163
0.0,0.39929187,0.09413428,0.0,1.5346663,0.27456918
0.0,0.49232548,0.29994273,0.7551857,0.0,0.61893636
0.0,0.53007156,0.121749006,0.051187813,0.0,0.6112369
0.0,0.35904026,0.02576787,0.00182648,0.0,0.42032385
0.0,0.7422885,0.75789946,1.2639596,0.05824511,1.1718457
0.0,0.63707495,1.0349087,1.6234916,0.019232426,1.9262578
0.0,0.45983064,0.21491878,0.25329834,0.0,0.42391956
0.0,0.24312948,0.09537584,0.0,0.0,0.30207208
0.0,0.20968275,0.20229876,0.3829816,0.0,0.46893227
0.0,0.25653434,0.35736653,0.0,0.18515244,0.32301813
0.0,0.42531985,0.14941077,0.0,0.5646556,0.3132918
0.0,0.0077804476,0.003763915,0.0,0.44275907,0.044352476
0.0,0.0017211214,0.009309427,0.0,0.47138816,0.071806
0.0,0.2548703,0.3547032,0.7597248,0.0,0.672016
0.0,0.47243267,0.42534935,1.1508294,0.0,0.87005574
0.0,0.46703625,0.37460664,1.0880777,0.0,0.83330685
0.0,0.24027719,0.10078115,0.0,0.0,0.29251188
0.0,0.10612112,0.2965229,0.0,0.3626611,0.24642368
0.0,0.84922385,0.8286352,1.2378101,0.0965738,1.6467553
0.0,0.35460502,0.21970366,0.0,0.0,0.36549765
0.0,0.19380349,1.5752531,2.6403794,0.0,2.67013
0.0,0.4908347,0.08892711,0.02401051,0.0,0.564989
0.0,0.42476416,0.0,0.17723055,0.0,0.46698064
0.0,0.0,0.0,0.0,0.68573284,0.0
0.0,0.5499537,0.16067673,0.0,0.0,0.5878615
0.0,0.23881257,0.38882205,0.754175,0.008137014,0.6987264
0.0,0.36637622,0.23272617,0.0,0.0,0.37816963
0.0,0.52916217,0.34637734,0.6604701,0.019691307,0.50114
0.0,0.27539772,0.07660915,0.0,0.5015966,0.3300659
0.0,0.4309243,0.21934335,0.28142858,0.0,0.37729934
0.0,0.09028383,0.30471596,0.0,0.33922884,0.27695373
0.0,0.05656244,2.447043,3.4496984,0.0,4.148753
0.0,0.3378799,0.3289352,0.34377715,0.023754848,0.49678782
0.0,0.4626389,0.0,0.29721034,0.0,0.45245925
0.0,0.3859535,0.018788286,0.0,0.7626446,0.62358004
0.0,0.4436785,0.07121215,0.22912946,0.0,0.4467504
0.0,0.24668624,0.14953575,0.0,0.0,0.30149826
0.0,0.040961295,0.0,0.0,0.9729232,0.084686205
0.0,0.51154274,0.10040595,0.0,2.4702811,0.4651524
0.0,0.76854616,0.7910598,1.2756913,0.04701661,1.2025286
0.0,0.26895964,0.36869597,0.7020371,0.013091505,0.6570169
0.0,0.44580638,0.06747069,0.24854806,0.0,0.44325772
0.0,0.40973723,0.018864132,0.052038535,0.0,0.45876163
0.0,0.7907704,0.9703245,1.4809712,0.09442194,1.6929748
0.0,0.10062584,0.0,0.0,1.0207372,0.16032599
